genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_040750935.1	4199	4177	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750945.1	4197	4174	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750975.1	4195	4173	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040750995.1	4212	4187	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751005.1	4199	4177	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751035.1	4193	4171	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751055.1	4195	4172	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751075.1	4198	4176	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751095.1	4207	4184	155	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751115.1	4193	4171	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751135.1	4196	4172	158	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751155.1	4194	4173	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751175.1	4196	4173	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751195.1	4199	4177	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751215.1	4197	4174	155	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751235.1	4199	4177	158	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751255.1	4199	4177	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751275.1	4198	4175	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751295.1	4201	4179	161	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751315.1	4201	4180	159	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_040751325.1	4254	4231	160	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751355.1	4199	4177	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751375.1	4196	4174	153	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751395.1	4196	4174	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751415.1	4194	4173	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751435.1	4210	4188	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751455.1	4198	4175	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751475.1	4195	4174	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751495.1	4182	4161	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751515.1	4216	4193	159	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751535.1	4216	4192	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751555.1	4211	4190	156	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_040751575.1	4207	4185	156	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751595.1	4193	4171	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751615.1	4200	4178	157	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751655.1	4201	4178	161	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_040751675.1	4211	4189	154	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041075105.1	3572	3547	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041075135.1	3582	3560	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041075205.1	3569	3546	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041409745.1	4292	4280	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_041410195.1	4302	4290	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_041538325.1	4463	4404	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_041538345.1	4558	4479	5	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_041902565.1	4073	4049	151	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_041902575.1	4067	4045	160	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902595.1	4062	4041	142	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902625.1	4056	4032	148	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902635.1	4018	3994	201	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902665.1	4077	4055	152	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902675.1	4058	4037	148	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902685.1	4068	4046	163	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_041902725.1	4065	4045	141	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_041902745.1	4104	4082	178	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_041937415.1	4135	4120	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_042128985.1	4314	4270	71	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_043099325.1	4313	4253	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_044626395.1	4227	4172	293	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_044626495.1	4443	4343	408	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_044626515.1	4245	4190	264	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_044626555.1	4195	4127	229	kingdom	1.0	0.98	0.0	0.0	0.0	0.98	0.96	True
GCF_044626575.1	4074	3999	196	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_044626595.1	4096	4045	339	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_044626635.1	4239	4189	139	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_044626665.1	4700	4626	194	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_044784335.1	4407	4355	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.95	True
GCF_044784355.1	3935	3915	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_044784375.1	4085	4017	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_044872955.1	3951	3906	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_044879885.1	4043	3994	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_044905075.1	4324	4296	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_045800465.1	4064	4010	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_045865125.1	4020	3978	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_045865135.1	4229	4189	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.96	True
GCF_045865145.1	4357	4306	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_045865155.1	4232	4185	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_045865165.1	4196	4163	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_045865175.1	4115	4067	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_045865185.1	4128	4072	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_046028275.1	4115	4088	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028285.1	4368	4314	38	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046028295.1	4107	4078	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028305.1	4021	4003	118	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046028315.1	4102	4079	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028415.1	4140	4103	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046028425.1	4171	4129	18	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046028435.1	4196	4150	22	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046028445.1	4091	4067	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028455.1	4112	4085	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028595.1	4104	4066	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046028645.1	4099	4076	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028655.1	4109	4083	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028675.1	4249	4207	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046028685.1	4191	4146	18	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046028835.1	4106	4079	119	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028845.1	4024	4004	107	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046028905.1	4212	4161	16	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046028955.1	4109	4083	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046028965.1	4365	4312	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046029015.1	4403	4360	57	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046029055.1	4100	4071	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029115.1	4282	4235	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046029135.1	4113	4086	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029195.1	4114	4088	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029275.1	4111	4074	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029285.1	4428	4372	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046029295.1	4104	4077	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029375.1	4162	4127	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029405.1	4034	4010	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_046029495.1	4398	4351	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046029555.1	4112	4073	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029575.1	4116	4089	132	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029585.1	4102	4075	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029605.1	4111	4084	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029715.1	4147	4104	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046029735.1	4111	4085	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029815.1	4110	4070	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046029855.1	4164	4128	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029865.1	4105	4068	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029885.1	4110	4082	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046029905.1	4103	4069	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046029995.1	4089	4053	24	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046030015.1	4107	4081	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046030025.1	4125	4087	18	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046030055.1	4101	4068	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046030085.1	4108	4069	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046032795.1	4113	4086	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046032835.1	4342	4288	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046032875.1	4336	4279	56	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046032895.1	4117	4090	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046032915.1	4175	4138	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046032935.1	4108	4073	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046032955.1	4291	4234	34	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046032975.1	4107	4077	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046032995.1	4281	4239	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046033015.1	4110	4081	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033035.1	4107	4073	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033055.1	4411	4342	44	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_046033075.1	4104	4070	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033095.1	4254	4213	25	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046033115.1	4102	4067	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033135.1	4104	4078	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033155.1	4108	4080	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033175.1	4402	4361	53	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046033195.1	4139	4111	127	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033215.1	4105	4079	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033235.1	4106	4074	115	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033255.1	4074	4047	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033275.1	4007	3978	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033295.1	4556	4481	18	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_046033315.1	4108	4084	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033335.1	4461	4404	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046033355.1	4356	4292	31	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_046033375.1	4015	3983	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033395.1	4097	4060	117	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033415.1	4056	4036	104	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046033435.1	4279	4229	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046033455.1	4096	4063	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033475.1	4107	4070	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033495.1	4114	4091	128	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033515.1	4104	4068	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033535.1	4286	4250	36	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046033555.1	4576	4508	45	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.93	True
GCF_046033575.1	4347	4301	29	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046033595.1	4113	4078	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033615.1	4109	4084	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033635.1	4112	4077	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033655.1	4060	4039	107	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_046033675.1	4118	4088	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033695.1	4241	4191	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046033715.1	4110	4082	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033735.1	4350	4297	33	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046033755.1	4109	4081	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033775.1	4128	4100	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033795.1	4101	4067	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033815.1	4062	4040	109	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_046033825.1	4116	4092	116	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033855.1	4104	4072	118	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033875.1	4114	4079	148	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046033895.1	4104	4075	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033915.1	4109	4078	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033935.1	4118	4090	130	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033955.1	4560	4508	77	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046033975.1	4143	4114	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046033995.1	4466	4407	44	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034015.1	4161	4123	79	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046034035.1	4188	4145	11	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046034045.1	4107	4073	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046034075.1	4386	4321	26	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046034095.1	4067	4043	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_046034115.1	4375	4314	61	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046034135.1	4110	4080	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034155.1	4253	4201	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046034175.1	4064	4024	28	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034195.1	4112	4082	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034215.1	4597	4539	75	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034235.1	4139	4115	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034255.1	4025	4005	111	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046034275.1	4347	4287	67	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046034295.1	4428	4381	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034315.1	4100	4074	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034335.1	4153	4117	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046034355.1	4115	4094	131	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.99	True
GCF_046034375.1	4109	4082	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034395.1	4331	4273	19	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034415.1	4103	4078	125	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034435.1	4100	4067	120	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046034455.1	4142	4115	113	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.98	True
GCF_046034475.1	4161	4126	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.98	0.97	True
GCF_046034495.1	4112	4082	112	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034515.1	4623	4564	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034535.1	4120	4091	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034555.1	4180	4130	32	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046034575.1	4074	4045	110	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034595.1	4458	4378	38	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_046034615.1	4115	4091	124	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034635.1	4058	4022	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046034655.1	4120	4092	122	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034675.1	4478	4418	41	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034695.1	4111	4086	123	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034715.1	4137	4111	126	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034735.1	4192	4149	140	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034755.1	4231	4173	37	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_046034775.1	4473	4425	23	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046034795.1	4093	4069	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034815.1	4106	4081	121	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046034835.1	4101	4076	108	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046576585.1	4131	4092	114	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.98	True
GCF_046735975.1	3336	3304	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_046763445.1	4487	4428	13	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_046763465.1	4422	4381	7	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.94	True
GCF_046763705.1	5075	4990	24	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_046763745.1	4520	4449	21	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_046763765.1	4204	4160	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046763785.1	5066	4980	26	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_046763805.1	4485	4432	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046763825.1	4426	4363	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.92	True
GCF_046763865.1	4510	4454	27	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_046895365.1	4262	4249	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895375.1	4183	4171	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895395.1	4318	4300	5	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_046895405.1	4357	4347	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895415.1	4161	4146	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895425.1	4164	4155	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_046895435.1	4286	4270	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895445.1	4335	4324	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895455.1	4208	4195	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895465.1	4259	4246	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895475.1	4195	4180	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895485.1	4262	4249	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895495.1	4268	4253	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895505.1	4267	4253	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895515.1	4263	4249	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895525.1	4264	4250	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895535.1	4266	4251	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895545.1	4305	4288	5	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_046895555.1	4232	4216	5	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_046895565.1	4306	4290	5	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_046895575.1	4267	4253	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895585.1	4254	4240	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895595.1	4266	4251	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
GCF_046895605.1	4257	4243	4	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.99	True
