accession	organism_name	biosample	assembly_level	source_database	refseq_category	geo_loc	isolation_source	host	collection_date	serovar	strain_x	host_disease	lat_lon	total_length	contig_n50	scaffold_n50	num_contigs	gc_percent	checkm_completeness	checkm_contamination	species	level_rank	db_rank	source_type	strain_y	isolate	sample_name	collected_by	identified_by	sequencing_tech	assembly_method	bioproject	niche	confidence	matched_term
GCA_050641205.1	Yersinia enterocolitica	SAMN48836306	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751917	Not available	Missing	4704670	173618	173618	63	47			Yersinia enterocolitica	3	1		01751917			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050641185.1	Yersinia enterocolitica	SAMN48836307	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751919	Not available	Missing	4671207	181810	181810	80	47			Yersinia enterocolitica	3	1		01751919			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050703115.1	Yersinia enterocolitica	SAMN48852125	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01751733	Not available	Missing	4722172	313710	313710	45	47			Yersinia enterocolitica	3	1		01751733			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050742895.1	Yersinia enterocolitica	SAMN48876762	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01752602	Not available	Missing	5196616	179436	179436	82	47.5			Yersinia enterocolitica	3	1		01752602			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050742135.1	Yersinia enterocolitica	SAMN48876763	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01752603	Not available	Missing	4684092	248140	248140	49	47			Yersinia enterocolitica	3	1		01752603			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050745805.1	Yersinia enterocolitica	SAMN48876765	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01752604	Not available	Missing	4715964	195030	195030	67	47			Yersinia enterocolitica	3	1		01752604			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCF_050876945.1	Yersinia pseudotuberculosis	SAMN48890637	Contig	SOURCE_DATABASE_REFSEQ		United Kingdom	Limb	village weaver	2023-08-30		Weaver_Z33328Yp	Osteomyelitis and myositis	53.22608537 N 2.88346774 W	4700240	412775	412775	112	47.5	98.18	1.58	Yersinia pseudotuberculosis	3	0		Weaver_Z33328Yp			Julian Chantrey		Illumina NovaSeq	SPAdes v. January 2025	PRJNA1166119	U	low	limb | village weaver | osteomyelitis and myositis
GCA_050779885.1	Yersinia enterocolitica	SAMN48897203	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753658	Not available	Missing	5146130	105825	105825	116	47.5			Yersinia enterocolitica	3	1		01753658			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050779745.1	Yersinia enterocolitica	SAMN48897204	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753659	Not available	Missing	4709076	169348	169348	54	47			Yersinia enterocolitica	3	1		01753659			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050779685.1	Yersinia enterocolitica	SAMN48897207	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753657	Not available	Missing	4764116	140848	140848	65	47			Yersinia enterocolitica	3	1		01753657			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050779665.1	Yersinia enterocolitica	SAMN48897208	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753661	Not available	Missing	4690932	138433	138433	70	47			Yersinia enterocolitica	3	1		01753661			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050779765.1	Yersinia enterocolitica	SAMN48897211	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753662	Not available	Missing	4681801	173057	173057	57	47			Yersinia enterocolitica	3	1		01753662			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050830255.1	Yersinia enterocolitica	SAMN48918236	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754489	Not available	Missing	4511921	49495	49495	182	47			Yersinia enterocolitica	3	1		01754489			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050819385.1	Yersinia enterocolitica	SAMN48918238	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754493	Not available	Missing	4457497	50648	50648	187	47			Yersinia enterocolitica	3	1		01754493			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050834415.1	Yersinia enterocolitica	SAMN48918263	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754470	Not available	Missing	4777334	192189	192189	59	47			Yersinia enterocolitica	3	1		01754470			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050828295.1	Yersinia enterocolitica	SAMN48918264	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754492	Not available	Missing	4923518	177605	177605	47	47			Yersinia enterocolitica	3	1		01754492			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050831135.1	Yersinia enterocolitica	SAMN48918269	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754471	Not available	Missing	4823854	98561	98561	86	47			Yersinia enterocolitica	3	1		01754471			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050818345.1	Yersinia enterocolitica	SAMN48918270	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754491	Not available	Missing	4911334	212538	212538	76	47			Yersinia enterocolitica	3	1		01754491			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050823125.1	Yersinia enterocolitica	SAMN48918271	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01754488	Not available	Missing	4766664	167273	167273	74	47			Yersinia enterocolitica	3	1		01754488			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050850135.1	Yersinia enterocolitica	SAMN48947239	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01755801	Not available	Missing	4715167	209207	209207	50	47			Yersinia enterocolitica	3	1		01755801			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050859175.1	Yersinia enterocolitica	SAMN48952073	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01755648	Not available	Missing	4678433	90079	90079	105	47			Yersinia enterocolitica	3	1		01755648			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050858305.1	Yersinia enterocolitica	SAMN48952075	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01755647	Not available	Missing	4749085	192006	192006	64	47			Yersinia enterocolitica	3	1		01755647			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050858635.1	Yersinia enterocolitica	SAMN48952076	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01755649	Not available	Missing	4657433	105621	105621	86	47			Yersinia enterocolitica	3	1		01755649			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050867885.1	Yersinia enterocolitica	SAMN48970277	Contig	SOURCE_DATABASE_GENBANK		USA	missing	missing	2025	missing	PNUSAY000849	missing		4572342	88532	88532	111	47			Yersinia enterocolitica	3	1	human	PNUSAY000849			CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCF_051375025.1	Yersinia enterocolitica	SAMN48983594	Scaffold	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		ZTYSG21			4599669	486360	486360	17	47	97.71	1.92	Yersinia enterocolitica	2	0		ZTYSG21					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCF_051375005.1	Yersinia enterocolitica	SAMN48983595	Scaffold	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		ZTYSG9			4696799	397077	456965	17	47	98.61	2.67	Yersinia enterocolitica	2	0		ZTYSG9					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCF_051374945.1	Yersinia enterocolitica	SAMN48983597	Contig	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		ZTYS39			4343048	2302460	2302460	5	47	91.04	2.15	Yersinia enterocolitica	3	0		ZTYS39					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCA_051374925.1	Yersinia proxima	SAMN48983599	Contig	SOURCE_DATABASE_GENBANK		China:Changchun		pig	2024-10-01		LJYL252			5042573	1830581	1830581	4	46.5	77.81	31.28	Yersinia proxima	3	1		LJYL252					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCF_051374905.1	Yersinia enterocolitica	SAMN48983600	Scaffold	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		JC178			4784678	276190	276190	33	47	97.73	2.85	Yersinia enterocolitica	2	0		JC178					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCF_051374885.1	Yersinia enterocolitica	SAMN48983601	Scaffold	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		JC121			4778292	276190	305531	32	47	97.73	2.78	Yersinia enterocolitica	2	0		JC121					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCF_051374865.1	Yersinia enterocolitica	SAMN48983602	Contig	SOURCE_DATABASE_REFSEQ		China:Changchun		pig	2024-10-01		JC115			4641071	728172	728172	17	47	98.14	2.17	Yersinia enterocolitica	3	0		JC115					Illumina	ABySS v. 1.0	PRJNA1226755	A	high	pig
GCA_050900575.1	Yersinia enterocolitica	SAMN48984416	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000838	Not Provided		5169422	229774	229774	58	47			Yersinia enterocolitica	3	1	human	PNUSAY000838		PNUSAY000838	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_050906275.1	Yersinia ruckeri	SAMN49005363	Contig	SOURCE_DATABASE_GENBANK		Canada:Newfoundland and Labrador	eye/heart/kidney	Oncorhynchus mykiss	2024-07-19		AQ-24-VL-ON-PE-0008	not provided		3797028	314529	314529	31	47.5			Yersinia ruckeri	3	1	animal	AQ-24-VL-ON-PE-0008			University of Prince Edward Island-Atlantic Veterinary College Diagnostic Services		ILLUMINA	SKESA v. 2.2	PRJNA503849	A	high	source_type:animal
GCA_050991675.1	Yersinia enterocolitica	SAMN49033949	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757193	Not available	Missing	4673562	173559	173559	63	47			Yersinia enterocolitica	3	1		01757193			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050915195.1	Yersinia enterocolitica	SAMN49034258	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757192	Not available	Missing	4465595	55539	55539	162	47			Yersinia enterocolitica	3	1		01757192			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050915815.1	Yersinia enterocolitica	SAMN49034259	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757191	Not available	Missing	4756429	244430	244430	42	47			Yersinia enterocolitica	3	1		01757191			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050927455.1	Yersinia enterocolitica	SAMN49077746	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757942	Not available	Missing	4568696	52555	52555	169	47			Yersinia enterocolitica	3	1		01757942			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050927415.1	Yersinia enterocolitica	SAMN49077747	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757935	Not available	Missing	4759934	256142	256142	51	47			Yersinia enterocolitica	3	1		01757935			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050927435.1	Yersinia enterocolitica	SAMN49077788	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757932	Not available	Missing	4683841	336715	336715	44	47			Yersinia enterocolitica	3	1		01757932			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050927395.1	Yersinia enterocolitica	SAMN49077789	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01757943	Not available	Missing	4680038	180302	180302	58	47			Yersinia enterocolitica	3	1		01757943			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926455.1	Yersinia enterocolitica	SAMN49084357	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01753660	Not available	Missing	4742782	75791	75791	139	47			Yersinia enterocolitica	3	1		01753660			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926595.1	Yersinia enterocolitica	SAMN49084358	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759988	Not available	Missing	4613654	196441	196441	57	47			Yersinia enterocolitica	3	1		01759988			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926575.1	Yersinia enterocolitica	SAMN49084359	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759994	Not available	Missing	4534395	50154	50154	175	47			Yersinia enterocolitica	3	1		01759994			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926475.1	Yersinia enterocolitica	SAMN49084360	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759993	Not available	Missing	4674761	253501	253501	58	47			Yersinia enterocolitica	3	1		01759993			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926555.1	Yersinia enterocolitica	SAMN49084361	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759992	Not available	Missing	4824588	180298	180298	75	47			Yersinia enterocolitica	3	1		01759992			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926525.1	Yersinia enterocolitica	SAMN49084362	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759989	Not available	Missing	4719925	194712	194712	53	47			Yersinia enterocolitica	3	1		01759989			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926495.1	Yersinia enterocolitica	SAMN49084363	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759991	Not available	Missing	4697015	203852	203852	51	47			Yersinia enterocolitica	3	1		01759991			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050932095.1	Yersinia enterocolitica	SAMN49084364	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-05	Yersinia enterocolitica	01759987	Not available	Missing	4733420	150990	150990	69	47			Yersinia enterocolitica	3	1		01759987			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926435.1	Yersinia enterocolitica	SAMN49084365	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759995	Not available	Missing	4617713	191807	191807	58	47			Yersinia enterocolitica	3	1		01759995			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050926415.1	Yersinia enterocolitica	SAMN49084367	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01759990	Not available	Missing	4748716	187336	187336	58	47			Yersinia enterocolitica	3	1		01759990			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050998875.1	Yersinia enterocolitica	SAMN49452851	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01761689	Not available	Missing	4664003	157460	157460	71	47			Yersinia enterocolitica	3	1		01761689			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050996885.1	Yersinia enterocolitica	SAMN49452855	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01761691	Not available	Missing	4923304	191316	191316	93	47			Yersinia enterocolitica	3	1		01761691			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050998935.1	Yersinia enterocolitica	SAMN49452868	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01761688	Not available	Missing	4679947	264727	264727	54	47			Yersinia enterocolitica	3	1		01761688			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_050995715.1	Yersinia enterocolitica	SAMN49452871	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01761690	Not available	Missing	4716508	150286	150286	64	47			Yersinia enterocolitica	3	1		01761690			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051017085.1	Yersinia enterocolitica	SAMN49524775	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01762528	Not available	Missing	4682927	132837	132837	77	47			Yersinia enterocolitica	3	1		01762528			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051017125.1	Yersinia enterocolitica	SAMN49524776	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01762538	Not available	Missing	4616317	117921	117921	83	47			Yersinia enterocolitica	3	1		01762538			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051016915.1	Yersinia enterocolitica	SAMN49524777	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01762535	Not available	Missing	4699508	192077	192077	71	47			Yersinia enterocolitica	3	1		01762535			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051016905.1	Yersinia enterocolitica	SAMN49524778	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01762536	Not available	Missing	4841640	199255	199255	78	47			Yersinia enterocolitica	3	1		01762536			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051017105.1	Yersinia enterocolitica	SAMN49524779	Contig	SOURCE_DATABASE_GENBANK		United Kingdom: United Kingdom	human	Homo sapiens	2025-06	Yersinia enterocolitica	01762537	Not available	Missing	4515539	37191	37191	263	47			Yersinia enterocolitica	3	1		01762537			PHE		ILLUMINA	SKESA v. 2.2	PRJNA481015	H	high	human
GCA_051047755.1	Yersinia enterocolitica	SAMN49573994	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000840	Not Provided		5008054	376296	376296	40	47			Yersinia enterocolitica	3	1	human	PNUSAY000840		PNUSAY000840	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_051041265.1	Yersinia enterocolitica	SAMN49574000	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000847	Not Provided		4788107	635695	635695	23	47			Yersinia enterocolitica	3	1	human	PNUSAY000847		PNUSAY000847	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_051041235.1	Yersinia enterocolitica	SAMN49574070	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000854	Not Provided		4718734	448243	448243	23	47			Yersinia enterocolitica	3	1	human	PNUSAY000854		PNUSAY000854	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_051041195.1	Yersinia enterocolitica	SAMN49574071	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000855	Not Provided		4898259	150738	150738	56	47			Yersinia enterocolitica	3	1	human	PNUSAY000855		PNUSAY000855	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_051041205.1	Yersinia enterocolitica	SAMN49574123	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000866	Not Provided		4843940	229020	229020	47	47			Yersinia enterocolitica	3	1	human	PNUSAY000866		PNUSAY000866	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
GCA_051041415.1	Yersinia enterocolitica	SAMN49574903	Contig	SOURCE_DATABASE_GENBANK		USA	missing	Not Provided	2025-01	missing	PNUSAY000856	Not Provided		4868485	253567	253567	60	47			Yersinia enterocolitica	3	1	human	PNUSAY000856		PNUSAY000856	CDC		ILLUMINA	SKESA v. 2.2	PRJNA514245	H	high	source_type:human
