Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_054543635.1	100.0	1.81	Neural Network (Specific Model)	11	0.866	180395	313.55744300402324	4855260	0.47	4474	64	462511	None
GCA_054745425.1	100.0	0.13	Neural Network (Specific Model)	11	0.855	128999	312.9755571531272	4576383	0.47	4173	90	345913	None
GCA_054746795.1	100.0	0.81	Neural Network (Specific Model)	11	0.852	66553	307.3151280811986	4469471	0.47	4138	155	218244	None
GCA_054754905.1	100.0	1.49	Neural Network (Specific Model)	11	0.851	70116	306.71093000958774	4500335	0.47	4172	143	218420	None
GCA_055054885.1	100.0	0.05	Neural Network (Specific Model)	11	0.866	212074	320.39415538132573	4664901	0.47	4209	51	376507	None
GCA_055068835.1	100.0	0.35	Neural Network (Specific Model)	11	0.867	246822	317.24536408864765	4846963	0.47	4422	52	617362	None
GCA_055429905.1	100.0	0.65	Neural Network (Specific Model)	11	0.867	195174	321.1587263586306	4635162	0.47	4177	51	759295	None
GCA_055531785.1	100.0	0.6	Neural Network (Specific Model)	11	0.865	138178	315.3406242879927	4792238	0.47	4389	72	347145	None
GCA_055824125.1	100.0	1.59	Neural Network (Specific Model)	11	0.87	167821	314.85970895861755	4769648	0.47	4398	73	329173	None
GCA_056087665.1	100.0	0.01	Neural Network (Specific Model)	11	0.867	119708	321.7688611244594	4626864	0.47	4162	64	358117	None
GCA_056408495.1	100.0	0.15	Neural Network (Specific Model)	11	0.868	184121	318.6480055983205	4712487	0.47	4287	64	482875	None
GCA_056688145.1	100.0	0.09	Neural Network (Specific Model)	11	0.866	113524	316.0357989568516	4612910	0.47	4218	76	336532	None
GCA_056789715.1	100.0	0.22	Neural Network (Specific Model)	11	0.867	196362	321.2098321342926	4627348	0.47	4170	49	652996	None
GCA_056789755.1	100.0	0.82	Neural Network (Specific Model)	11	0.868	199311	317.04525309073944	4691717	0.47	4287	77	636118	None
GCA_902169145.1	100.0	0.05	Neural Network (Specific Model)	11	0.868	277161	318.99906015037595	4687283	0.47	4256	40	727129	None
GCA_902169635.1	100.0	0.27	Neural Network (Specific Model)	11	0.852	32476	299.6757793764988	4393899	0.47	4170	327	124448	None
GCA_902169645.1	100.0	0.04	Neural Network (Specific Model)	11	0.853	75748	309.4558680892338	4481895	0.47	4124	155	211696	None
GCA_902169665.1	100.0	0.23	Neural Network (Specific Model)	11	0.851	46928	307.3706592853548	4295758	0.47	3974	178	204366	None
GCA_902169855.1	100.0	0.04	Neural Network (Specific Model)	11	0.865	150581	314.15425166170064	4748701	0.47	4363	93	559454	None
GCA_902171065.1	100.0	0.53	Neural Network (Specific Model)	11	0.842	99154	315.6053519226445	4992687	0.48	4447	163	361531	None
GCA_902171265.1	100.0	0.21	Neural Network (Specific Model)	11	0.842	65188	317.24508643144685	4767984	0.48	4223	165	206200	None
GCA_902172065.1	100.0	0.21	Neural Network (Specific Model)	11	0.842	77730	317.21210688105936	4769662	0.48	4229	166	219323	None
GCA_902172285.1	100.0	0.19	Neural Network (Specific Model)	11	0.842	46908	313.3879755753875	4745788	0.48	4258	272	209958	None
GCA_902172665.1	100.0	0.4	Neural Network (Specific Model)	11	0.85	25736	310.8974541993814	4606384	0.48	4203	410	84746	None
GCA_902172945.1	100.0	0.18	Neural Network (Specific Model)	11	0.843	36242	317.59429280397023	4545694	0.48	4030	255	135500	None
GCA_902176155.1	100.0	0.12	Neural Network (Specific Model)	11	0.869	52807	319.4264132553606	4520738	0.47	4104	159	220426	None
GCA_963866235.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	242785	309.63835005574134	4798711	0.47	4485	60	686496	None
GCA_963868025.1	100.0	0.0	Neural Network (Specific Model)	11	0.853	77059	315.22146977677454	4415388	0.47	3987	104	179378	None
GCF_000167975.1	100.0	0.13	Neural Network (Specific Model)	11	0.86	62682	310.2468920934858	4347293	0.49	4022	229	156189	None
GCF_000268865.2	100.0	0.25	Neural Network (Specific Model)	11	0.84	11664	288.5854203935599	4602734	0.48	4472	832	39591	None
GCF_000268945.1	99.99	0.99	Neural Network (Specific Model)	11	0.838	8502	280.39529411764704	4682001	0.47	4675	974	43284	None
GCF_000269005.1	100.0	0.31	Neural Network (Specific Model)	11	0.837	14387	292.1486328581444	4471609	0.47	4279	544	43785	None
GCF_000323425.1	100.0	0.69	Neural Network (Specific Model)	11	0.843	8246	280.05004409171073	4512584	0.48	4536	1119	56286	None
GCF_000324625.1	100.0	2.45	Neural Network (Specific Model)	11	0.844	6071	265.29279466888795	4520971	0.47	4802	1406	36057	None
GCF_000750315.1	100.0	0.38	Neural Network (Specific Model)	11	0.836	4806594	320.3915432393693	4806594	0.48	4186	1	4806594	None
GCF_000834195.1	100.0	0.07	Neural Network (Specific Model)	11	0.848	4548749	313.9610670511896	4615412	0.47	4161	2	4548749	None
GCF_000970105.1	100.0	0.17	Neural Network (Specific Model)	11	0.834	4605437	312.3230264698993	4787503	0.48	4269	4	4605437	None
GCF_001090885.1	100.0	0.03	Neural Network (Specific Model)	11	0.853	50690	312.52223041021864	4469949	0.47	4071	171	131785	None
GCF_001182245.1	100.0	0.56	Neural Network (Specific Model)	11	0.852	59046	306.3799370002423	4446348	0.47	4127	169	147465	None
GCF_001188795.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	4526841	310.43835294117645	4736090	0.48	4250	3	4526841	None
GCF_001294835.1	100.0	0.25	Neural Network (Specific Model)	11	0.838	52523	302.96826878208117	4636832	0.48	4286	189	132950	None
GCF_001595585.1	100.0	0.74	Neural Network (Specific Model)	11	0.838	36185	291.37690731040766	4569596	0.48	4391	292	108982	None
GCF_001617735.1	100.0	0.2	Neural Network (Specific Model)	11	0.84	31225	297.2634633240483	4562327	0.48	4308	316	104451	None
GCF_001750505.1	99.99	0.02	Neural Network (Specific Model)	11	0.836	174279	314.2436727486757	3826775	0.47	3398	49	572189	None
GCF_001882625.1	100.0	0.05	Neural Network (Specific Model)	11	0.853	167633	315.93054318788955	3739415	0.48	3369	81	523183	None
GCF_001883155.1	100.0	0.04	Neural Network (Specific Model)	11	0.852	140378	314.67748538011693	3781828	0.48	3420	80	271349	None
GCF_002983625.1	100.0	0.16	Neural Network (Specific Model)	11	0.848	4960650	316.5666290868095	4960650	0.48	4435	1	4960650	None
GCF_006376545.1	100.0	0.5	Neural Network (Specific Model)	11	0.839	34611	291.47665903890163	4540622	0.48	4370	255	134594	None
GCF_008630575.1	100.0	0.74	Neural Network (Specific Model)	11	0.839	37181	298.9876370422207	4570871	0.48	4287	227	119719	None
GCF_009669975.1	100.0	0.19	Neural Network (Specific Model)	11	0.837	48835	311.62816493850977	4621402	0.48	4147	220	143066	None
GCF_013392085.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	47079	312.2528429712074	4625963	0.48	4133	200	126223	None
GCF_014734405.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	45390	309.25936462778566	4679801	0.48	4218	220	126252	None
GCF_019425895.1	100.0	0.07	Neural Network (Specific Model)	11	0.865	264577	314.73069852941177	4745632	0.47	4352	74	557974	None
GCF_022394975.1	100.0	0.39	Neural Network (Specific Model)	11	0.849	88200	301.9866328647154	4621623	0.47	4339	105	220041	None
GCF_022395035.1	100.0	0.39	Neural Network (Specific Model)	11	0.849	73802	302.0594881254323	4620734	0.47	4337	114	224167	None
GCF_025817205.1	100.0	0.18	Neural Network (Specific Model)	11	0.841	42671	305.9370901141608	4486739	0.47	4117	235	115076	None
GCF_026130615.1	100.0	0.06	Neural Network (Specific Model)	11	0.851	362640	314.37974305348075	3702673	0.48	3347	31	811249	None
GCF_026130715.1	100.0	0.07	Neural Network (Specific Model)	11	0.85	297340	312.9049574655324	3759491	0.47	3409	40	823253	None
GCF_026130775.1	100.0	0.05	Neural Network (Specific Model)	11	0.851	292024	319.54032766225583	3570956	0.47	3174	29	641736	None
GCF_026130865.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	297660	317.7789312977099	3670338	0.47	3275	34	615103	None
GCF_026131105.1	100.0	0.04	Neural Network (Specific Model)	11	0.854	187188	310.1709132550816	3801485	0.48	3493	55	621329	None
GCF_026131205.1	100.0	0.01	Neural Network (Specific Model)	11	0.848	141362	313.4018502457358	3827912	0.47	3459	52	569624	None
GCF_027946955.1	100.0	0.03	Neural Network (Specific Model)	11	0.866	354858	320.55571128241064	4749883	0.48	4281	69	769989	None
GCF_040226015.1	100.0	0.01	Neural Network (Specific Model)	11	0.863	200572	314.77966475518303	4951688	0.48	4534	59	480463	None
GCF_040530405.1	100.0	0.27	Neural Network (Specific Model)	11	0.851	62688	306.678466796875	4419675	0.47	4096	150	218785	None
GCF_040533135.1	100.0	0.15	Neural Network (Specific Model)	11	0.849	86889	307.2299323017408	4480821	0.47	4136	122	219999	None
GCF_040533485.1	100.0	0.45	Neural Network (Specific Model)	11	0.849	60608	304.7870148538572	4485679	0.47	4174	166	195496	None
GCF_040533705.1	100.0	0.15	Neural Network (Specific Model)	11	0.85	88433	307.5903498190591	4493356	0.47	4145	118	220298	None
GCF_040533745.1	100.0	0.44	Neural Network (Specific Model)	11	0.849	66264	305.84914724957963	4491203	0.47	4163	126	218820	None
GCF_040533985.1	100.0	0.46	Neural Network (Specific Model)	11	0.849	69262	305.325263662512	4493333	0.47	4172	135	218958	None
GCF_040751415.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	51213	307.06809110119747	4690252	0.48	4259	153	123649	None
GCF_040751575.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	53879	307.4333020197276	4691271	0.48	4258	157	123674	None
GCF_046028655.1	100.0	0.42	Neural Network (Specific Model)	11	0.851	62493	308.8484256773249	4450863	0.47	4097	123	218273	None
GCF_046033255.1	100.0	0.43	Neural Network (Specific Model)	11	0.851	65359	309.4465733235077	4431773	0.47	4071	113	218285	None
GCF_046034735.1	100.0	0.39	Neural Network (Specific Model)	11	0.853	58746	306.24916387959865	4502284	0.47	4186	142	218294	None
GCF_046763765.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	591870	319.3148236415634	4632678	0.47	4196	21	777301	None
GCF_046763865.1	100.0	0.18	Neural Network (Specific Model)	11	0.866	507246	315.3866607578108	4923572	0.47	4513	27	808353	None
GCF_046895985.1	100.0	0.24	Neural Network (Specific Model)	11	0.834	4636397	314.3792780121894	4816260	0.48	4266	4	4636397	None
GCF_050255215.1	100.0	0.01	Neural Network (Specific Model)	11	0.866	190476	312.6683833407971	4832315	0.47	4466	50	329115	None
GCF_050255295.1	100.0	0.0	Neural Network (Specific Model)	11	0.867	384543	315.59195003469813	4713942	0.47	4323	36	694667	None
GCF_051843395.1	100.0	0.01	Neural Network (Specific Model)	11	0.864	282385	314.65212502810886	4850614	0.47	4447	35	541927	None
GCF_051844835.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	378346	314.13045475424894	4734673	0.47	4354	35	736328	None
GCF_051894885.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	37044	306.6628516928946	4529176	0.47	4194	264	109610	None
GCF_051895595.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	83232	308.74584717607974	4584027	0.47	4214	138	315807	None
GCF_051896315.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	81964	308.3149419843713	4589987	0.47	4223	129	316067	None
GCF_051896515.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	88854	307.6151121605667	4592618	0.47	4235	129	306283	None
GCF_051897555.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	65213	306.87393767705385	4582742	0.47	4236	170	170123	None
GCF_051897595.1	100.0	0.83	Neural Network (Specific Model)	11	0.849	73266	306.8134642356241	4629081	0.47	4278	173	306760	None
GCF_051898555.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	88867	308.3832306963524	4594202	0.47	4222	140	315396	None
GCF_051899035.1	100.0	0.0	Neural Network (Specific Model)	11	0.851	97817	311.0749090909091	4514953	0.47	4125	135	315388	None
GCF_052374815.1	100.0	0.31	Neural Network (Specific Model)	11	0.833	4528841	311.8264698881219	4710858	0.48	4201	4	4528841	None
GCF_052375015.1	100.0	0.29	Neural Network (Specific Model)	11	0.833	4528958	312.572553699284	4710853	0.48	4190	4	4528958	None
GCF_052375375.1	100.0	0.25	Neural Network (Specific Model)	11	0.833	4528984	312.0331188944484	4710937	0.48	4197	4	4528984	None
GCF_053210375.1	100.0	0.04	Neural Network (Specific Model)	11	0.86	167609	304.63055969355185	4984736	0.47	4699	142	329273	None
GCF_900079915.1	100.0	3.72	Neural Network (Specific Model)	11	0.85	65542	307.40323749697995	4480415	0.47	4139	149	218469	None
GCF_902168565.1	100.0	0.02	Neural Network (Specific Model)	11	0.865	82761	317.09856314595413	4354445	0.49	3967	80	223498	None
GCF_902170455.1	100.0	0.04	Neural Network (Specific Model)	11	0.858	138748	319.2933646812957	4266672	0.48	3828	101	428783	None
GCF_902726545.1	100.0	0.26	Neural Network (Specific Model)	11	0.866	70392	318.4267866066966	4407320	0.48	4002	111	189528	None
GCF_963900425.1	100.0	0.21	Neural Network (Specific Model)	11	0.857	41861	296.7482083134257	4339201	0.49	4186	445	124751	None
GCA_028831085.1	100.0	0.74	Neural Network (Specific Model)	11	0.852	58504	310.26830431671834	4571528	0.47	4193	164	243679	None
GCA_028833665.1	100.0	1.8	Neural Network (Specific Model)	11	0.866	309265	309.7808941374947	5077700	0.47	4742	51	614802	None
GCA_028834285.1	100.0	2.24	Neural Network (Specific Model)	11	0.868	593437	315.2513111888112	4976270	0.47	4576	36	738624	None
GCA_028835245.1	100.0	3.76	Neural Network (Specific Model)	11	0.868	96525	320.74970950499653	4761062	0.47	4303	96	463031	None
GCA_028835365.1	100.0	7.71	Neural Network (Specific Model)	11	0.866	128039	319.0280636108513	4719355	0.47	4276	70	401782	None
GCA_028837745.1	100.0	5.48	Neural Network (Specific Model)	11	0.864	257107	321.33913862085194	4734354	0.47	4249	39	696571	None
GCA_028838085.1	100.0	3.38	Neural Network (Specific Model)	11	0.86	54722	309.4819421191103	4506990	0.47	4181	175	165364	None
GCA_028838425.1	100.0	5.94	Neural Network (Specific Model)	11	0.865	207168	315.59300225733637	4839338	0.47	4430	52	870313	None
GCA_028838445.1	100.0	1.86	Neural Network (Specific Model)	11	0.868	344601	312.6696723114141	4907744	0.47	4547	60	748499	None
GCA_028838685.1	100.0	2.24	Neural Network (Specific Model)	11	0.852	71563	309.41885441527444	4556826	0.47	4190	110	219610	None
GCA_028839745.1	100.0	1.78	Neural Network (Specific Model)	11	0.851	70626	308.9758351101635	4588616	0.47	4221	114	219534	None
GCA_028840825.1	100.0	7.93	Neural Network (Specific Model)	11	0.867	385322	318.9180252583238	4799894	0.47	4355	39	652124	None
GCA_028841085.1	100.0	2.24	Neural Network (Specific Model)	11	0.852	71561	308.96953106403237	4563187	0.47	4201	110	219641	None
GCA_028841385.1	100.0	2.04	Neural Network (Specific Model)	11	0.853	53363	307.9640476190476	4544113	0.47	4200	168	183544	None
GCA_028841785.1	100.0	1.97	Neural Network (Specific Model)	11	0.852	72463	309.5435096153846	4527190	0.47	4160	113	219753	None
GCA_028842285.1	100.0	1.49	Neural Network (Specific Model)	11	0.857	101895	314.7892571981611	4544637	0.47	4133	83	242756	None
GCA_028842425.1	100.0	2.31	Neural Network (Specific Model)	11	0.858	108624	311.48299953423384	4668409	0.47	4294	87	354611	None
GCA_028843685.1	100.0	1.2	Neural Network (Specific Model)	11	0.851	61276	307.1248794599807	4481619	0.47	4148	149	213403	None
GCA_028844125.1	100.0	0.53	Neural Network (Specific Model)	11	0.861	16812	302.55271411338964	4360708	0.47	4145	469	62764	None
GCA_028844185.1	100.0	0.37	Neural Network (Specific Model)	11	0.862	18470	304.55340519353257	4318374	0.47	4082	430	70348	None
GCA_028846325.1	100.0	1.02	Neural Network (Specific Model)	11	0.868	200909	313.38420585625556	4877918	0.47	4508	73	317611	None
GCA_028847105.1	100.0	1.09	Neural Network (Specific Model)	11	0.853	46203	305.3108623153883	4500445	0.47	4198	204	182117	None
GCA_028847565.1	100.0	0.96	Neural Network (Specific Model)	11	0.852	44858	306.0398081534772	4485362	0.47	4170	197	213304	None
GCA_028848285.1	100.0	1.22	Neural Network (Specific Model)	11	0.853	207380	313.5054131054131	3863968	0.47	3510	44	916349	None
GCA_028854365.1	100.0	0.1	Neural Network (Specific Model)	11	0.867	130222	310.18454085003304	4868234	0.47	4541	81	386643	None
GCA_028855385.1	100.0	0.69	Neural Network (Specific Model)	11	0.869	150626	317.7961458091479	4720223	0.47	4307	82	334647	None
GCA_028998545.1	100.0	3.18	Neural Network (Specific Model)	11	0.868	114019	312.6650759219089	4975646	0.47	4610	89	452039	None
GCA_030255195.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	43100	310.3984692657259	4658999	0.48	4181	230	107249	None
GCA_030255365.1	100.0	0.21	Neural Network (Specific Model)	11	0.833	41549	308.4175984443364	4560701	0.47	4114	238	107366	None
GCA_030256135.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	310.1256293454807	4645264	0.48	4171	239	107072	None
GCA_030256245.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42865	310.1242829827916	4659387	0.48	4184	237	101657	None
GCA_030256385.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42325	310.16873804971317	4659503	0.48	4184	234	107249	None
GCA_030256675.1	100.0	0.21	Neural Network (Specific Model)	11	0.833	37225	310.12158273381294	4646931	0.48	4170	243	83479	None
GCA_030258495.1	100.0	0.2	Neural Network (Specific Model)	11	0.835	49244	310.1678510169076	4540601	0.47	4081	196	126256	None
GCA_030259375.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	42331	311.00263725725245	4658420	0.48	4171	228	124620	None
GCA_030261165.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	39639	309.838778917243	4666458	0.48	4193	238	107249	None
GCA_030261415.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	38391	309.5763640695735	4666720	0.48	4197	241	107249	None
GCA_031352645.1	100.0	0.19	Neural Network (Specific Model)	11	0.867	355368	308.8466765767679	5025889	0.47	4709	52	781346	None
GCA_032144595.1	100.0	4.11	Neural Network (Specific Model)	11	0.868	141510	313.3972422849639	4944143	0.47	4569	85	423038	None
GCA_032145775.1	100.0	1.8	Neural Network (Specific Model)	11	0.868	102545	313.4013695604153	4894881	0.47	4527	109	216999	None
GCA_033016055.1	100.0	0.22	Neural Network (Specific Model)	11	0.872	38788	307.18097095795406	4870132	0.47	4614	271	126813	None
GCA_033699215.1	100.0	0.95	Neural Network (Specific Model)	11	0.853	55469	307.6499766027141	4619415	0.47	4274	215	243789	None
GCA_033710015.1	100.0	1.86	Neural Network (Specific Model)	11	0.852	55339	309.4124307395808	4513063	0.47	4151	166	218245	None
GCA_033710075.1	100.0	4.39	Neural Network (Specific Model)	11	0.865	202386	313.9633213321332	4829593	0.47	4444	56	609186	None
GCA_033788185.1	100.0	0.06	Neural Network (Specific Model)	11	0.865	294597	317.5459292665559	4635995	0.47	4213	45	671136	None
GCA_034194825.1	100.0	2.57	Neural Network (Specific Model)	11	0.853	53062	307.76309466602595	4498751	0.47	4162	179	146024	None
GCA_034295895.1	100.0	2.89	Neural Network (Specific Model)	11	0.868	560825	319.3934807916182	4732370	0.47	4295	26	883346	None
GCA_034295935.1	100.0	0.92	Neural Network (Specific Model)	11	0.867	411485	315.2710532225466	4849754	0.47	4453	33	1122985	None
