accession	species	niche	n_plasmid_contigs	has_plasmid	rep_types	mobility_types	total_plasmid_bp
GCA_046692965.1	Yersinia pestis	A	13	1	-|IncFIB|IncFII|rep_cluster_645|rep_cluster_2350	-	200853
GCA_046692985.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179603
GCA_046692825.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179597
GCA_046692725.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179595
GCA_046692615.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	180614
GCA_046692785.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179602
GCA_046692635.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179597
GCA_046692685.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179509
GCA_046692505.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179602
GCA_046692545.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179602
GCA_046692485.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	178941
GCA_046692345.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179597
GCA_046692385.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	181309
GCA_046692525.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175250
GCA_046692325.1	Yersinia pestis	A	11	1	IncFII,rep_cluster_645|-|IncFIB|rep_cluster_2350	-	185074
GCA_046692305.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046692255.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046692145.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180223
GCA_046692125.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	181319
GCA_046692165.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	174691
GCA_046692105.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175203
GCA_046692065.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175205
GCA_046692005.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175809
GCA_046692045.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165140
GCA_046692085.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645|Col3M	-	171170
GCA_046692015.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645|Col3M	-	181976
GCA_046691985.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645|Col3M	-	171170
GCA_046691965.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	214358
GCA_046691925.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	179273
GCA_046691945.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172595
GCA_046691905.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	213607
GCA_046691885.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	206664
GCA_046691865.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206539
GCA_046691845.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206222
GCA_046691805.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175246
GCA_046691765.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206720
GCA_046691825.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175246
GCA_046691725.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	214331
GCA_046691705.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	214424
GCA_046691665.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	180612
GCA_046691645.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206667
GCA_046691615.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206624
GCA_046691525.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172590
GCA_046691485.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175950
GCA_046691505.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	215414
GCA_046691445.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206624
GCA_046691415.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172595
GCA_046691405.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	176387
GCA_046691305.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	176229
GCA_046691285.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	184210
GCA_046691245.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	176386
GCA_046691225.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	176298
GCA_046691205.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	176498
GCA_046691185.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158276
GCA_046691145.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII|rep_cluster_645|rep_cluster_2350	-	157921
GCA_046691025.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175413
GCA_046691005.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175246
GCA_046691045.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175246
GCA_046690985.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206676
GCA_046690925.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158184
GCA_046690865.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158184
GCA_046690805.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046690815.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046690765.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157029
GCA_046690785.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	158639
GCA_046690705.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046690585.1	Yersinia pestis	H	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172593
GCA_046690675.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158229
GCA_046690565.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	213403
GCA_046690645.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206223
GCA_046690505.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206726
GCA_046690445.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	213995
GCA_046690305.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172464
GCA_046690345.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180283
GCA_046690385.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	178782
GCA_046690365.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172459
GCA_046690265.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206613
GCA_046690205.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206261
GCA_046690185.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206703
GCA_046690145.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172591
GCA_046690045.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172501
GCA_046690165.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172596
GCA_046690005.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	173583
GCA_046689985.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	214358
GCA_046689965.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206530
GCA_046689885.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206528
GCA_046689845.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	213541
GCA_046689785.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	179576
GCA_046689795.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172501
GCA_046689765.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	206503
GCA_046689645.1	Yersinia pestis	A	14	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	214265
GCA_046689705.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206217
GCA_046689605.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172593
GCA_046689585.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	180616
GCA_046689545.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206663
GCA_046689525.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172598
GCA_046689485.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172594
GCA_046689345.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172192
GCA_046689405.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172599
GCA_046689425.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172196
GCA_046689305.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172594
GCA_046689265.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172504
GCA_046689245.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	180227
GCA_046689185.1	Yersinia pestis	A	10	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	172478
GCA_046689225.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	179574
GCA_046689105.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	180530
GCA_046689065.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	207017
GCA_046689045.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206222
GCA_046688985.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206624
GCA_046688865.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175247
GCA_046688925.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172459
GCA_046688875.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172057
GCA_046688845.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	179886
GCA_046688825.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175156
GCA_046688785.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175246
GCA_046688805.1	Yersinia pestis	A	9	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	175156
GCA_046688645.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172594
GCA_046688585.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	206296
GCA_046688725.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172591
GCA_046688625.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	172193
GCA_046688605.1	Yersinia pestis	A	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	212346
GCA_046688545.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157522
GCA_046688485.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046688425.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046688515.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157522
GCA_046688395.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046688305.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046688235.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046688185.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	154984
GCA_046688195.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158184
GCA_046688255.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	158639
GCA_046687985.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158618
GCA_046687995.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046688105.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	178946
GCA_046688085.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179947
GCA_046688025.1	Yersinia pestis	H	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687965.1	Yersinia pestis	H	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175861
GCA_046687945.1	Yersinia pestis	H	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687835.1	Yersinia pestis	H	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687785.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179514
GCA_046687795.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046687725.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179947
GCA_046687745.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	180324
GCA_046687765.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046687685.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179603
GCA_046687705.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	178941
GCA_046687665.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687625.1	Yersinia pestis	A	11	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	158639
GCA_046687645.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687605.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687585.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046687565.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687525.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046687545.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158184
GCA_046687485.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687465.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	157612
GCA_046687425.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046687505.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	180329
GCA_046687445.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046687405.1	Yersinia pestis	A	13	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	180236
GCA_046687385.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|rep_cluster_2350|IncFII	-	179608
GCA_046687365.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175957
GCA_046687325.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175230
GCA_046687345.1	Yersinia pestis	A	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046687305.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	176172
GCA_046687285.1	Yersinia pestis	A	12	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175513
GCA_046687265.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175323
GCA_046687245.1	Yersinia pestis	H	13	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	181570
GCA_046687205.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172847
GCA_046687225.1	Yersinia pestis	H	14	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	180895
GCA_046687185.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172852
GCA_046687165.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172902
GCA_046687105.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172787
GCA_046687145.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172882
GCA_046687125.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172874
GCA_046687065.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172875
GCA_046687085.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172882
GCA_046687025.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172877
GCA_046687045.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172782
GCA_046687005.1	Yersinia pestis	H	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172937
GCA_046686965.1	Yersinia pestis	H	10	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	170971
GCA_046686985.1	Yersinia pestis	U	9	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	150807
GCA_046686935.1	Yersinia pestis	U	9	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	179975
GCA_046686925.1	Yersinia pestis	U	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158274
GCA_046686885.1	Yersinia pestis	U	15	1	-|IncFIB|IncFII|rep_cluster_645|rep_cluster_2350	-	202458
GCA_046686905.1	Yersinia pestis	U	9	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	174446
GCA_046686865.1	Yersinia pestis	U	10	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	175646
GCA_046686825.1	Yersinia pestis	U	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172883
GCA_046686845.1	Yersinia pestis	A	14	1	-|IncFIB|IncFII,rep_cluster_645|rep_cluster_2350	-	180519
GCA_046686805.1	Yersinia pestis	A	11	1	-|IncFIB|rep_cluster_645|IncFII|rep_cluster_2350	-	158558
GCA_046686765.1	Yersinia pestis	A	13	1	-|IncFIB|IncFII,IncFII|rep_cluster_645|rep_cluster_2350|IncFII	-	201457
GCA_046686785.1	Yersinia pestis	A	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172475
GCA_046686725.1	Yersinia pestis	A	11	1	IncFII|IncFIB|-|rep_cluster_645|rep_cluster_2350	-	172883
GCA_046686745.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	175946
GCA_046686685.1	Yersinia pestis	A	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165050
GCA_046686705.1	Yersinia pestis	U	11	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	175947
GCA_046686665.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165140
GCA_046686645.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165139
GCA_046686625.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165140
GCA_046686585.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165050
GCA_046686565.1	Yersinia pestis	U	12	1	-|IncFIB|IncFII|rep_cluster_2350|rep_cluster_645	-	175510
GCA_046686605.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165140
GCA_046686545.1	Yersinia pestis	U	10	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	165140
GCA_046686505.1	Yersinia pestis	H	13	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	176362
GCA_046686525.1	Yersinia pestis	A	12	1	IncFII|-|IncFIB|rep_cluster_2350|rep_cluster_645	-	176054
GCA_046686425.1	Yersinia pestis	A	8	1	-|IncFIB|rep_cluster_2350	-	113728
GCA_046686465.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	176134
GCA_046686485.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175531
GCA_046686445.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175441
GCA_046686325.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175531
GCA_046686365.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	167898
GCA_046686385.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175531
GCA_046686405.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175039
GCA_046686345.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175486
GCA_046686305.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175441
GCA_046686285.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175441
GCA_046686245.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175129
GCA_046686265.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175529
GCA_046686225.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175529
GCA_046686205.1	Yersinia pestis	A	11	1	IncFII|-|IncFIB|rep_cluster_645|rep_cluster_2350	-	167898
GCA_046686145.1	Yersinia pestis	A	12	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	203455
GCA_046686185.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175486
GCA_046686165.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175129
GCA_046686125.1	Yersinia pestis	A	11	1	IncFII|-|rep_cluster_645|IncFIB|rep_cluster_2350	-	175486
